id,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,Revenue
134,6,111.5,0,0.0,26,449.0277778,0.0,0.018518519,0
135,0,0.0,0,0.0,6,158.1666667,0.0,0.033333333,0
136,0,0.0,0,0.0,9,303.6666667,0.005555556,0.046296296,0
137,0,0.0,0,0.0,3,25.0,0.0,0.066666667,0
138,0,0.0,0,0.0,2,42.0,0.05,0.15,0
139,4,103.625,0,0.0,14,1003.416667,0.0,0.018039216,0
140,0,0.0,0,0.0,1,0.0,0.2,0.2,0
141,0,0.0,0,0.0,9,272.5,0.0,0.011851852,0
142,3,19.0,0,0.0,8,344.0,0.0,0.007407407,0
143,0,0.0,0,0.0,1,0.0,0.2,0.2,0
144,0,0.0,1,19.0,10,852.0,0.0,0.009090909,0
145,0,0.0,0,0.0,3,780.0,0.066666667,0.066666667,0
146,0,0.0,0,0.0,3,1038.0,0.0,0.033333333,0
147,0,0.0,0,0.0,4,573.0,0.0,0.05,0
148,0,0.0,0,0.0,28,1231.233333,0.007142857,0.030357143,0
149,0,0.0,0,0.0,11,316.6666667,0.0,0.027272727,0
150,0,0.0,0,0.0,20,873.7365079,0.0075,0.028166667,0
151,0,0.0,0,0.0,1,0.0,0.2,0.2,0
152,0,0.0,0,0.0,4,16.0,0.1,0.15,0
153,0,0.0,0,0.0,19,615.0,0.0,0.026315789,0
154,0,0.0,0,0.0,9,261.75,0.0,0.026666667,0
155,0,0.0,0,0.0,21,615.8831169,0.033333333,0.04993081,0
156,0,0.0,0,0.0,1,0.0,0.2,0.2,0
157,0,0.0,0,0.0,6,117.5,0.0,0.033333333,0
158,0,0.0,0,0.0,1,0.0,0.2,0.2,0
159,0,0.0,0,0.0,1,0.0,0.2,0.2,0
160,0,0.0,0,0.0,23,501.6666667,0.008695652,0.01884058,0
161,2,58.0,2,22.0,31,829.1666667,0.03030303,0.040606061,0
162,1,9.5,0,0.0,23,1223.0,0.015217391,0.012463768,0
163,0,0.0,0,0.0,6,467.0,0.0,0.016666667,0
164,0,0.0,0,0.0,23,737.1666667,0.008695652,0.011594203,0
165,0,0.0,0,0.0,12,129.0,0.0,0.033333333,0
166,0,0.0,0,0.0,5,63.0,0.0,0.04,0
167,0,0.0,0,0.0,5,125.0,0.086666667,0.166666667,0
168,0,0.0,0,0.0,11,684.3333333,0.018181818,0.063636364,0
169,0,0.0,0,0.0,20,665.4722222,0.0,0.0145,0
170,1,0.0,0,0.0,15,487.5,0.0,0.019166667,0
171,0,0.0,0,0.0,17,437.1666667,0.011111111,0.033333333,0
172,0,0.0,0,0.0,3,55.0,0.066666667,0.1,0
173,0,0.0,0,0.0,1,0.0,0.2,0.2,0
174,5,41.3,0,0.0,24,446.9277778,0.0,0.008602151,0
175,3,87.0,0,0.0,10,320.5,0.0,0.015384615,0
176,0,0.0,0,0.0,7,666.0,0.0,0.014285714,0
177,1,0.0,0,0.0,21,405.7095238,0.010743802,0.047002635,0
178,0,0.0,0,0.0,1,0.0,0.2,0.2,0
179,0,0.0,0,0.0,6,163.25,0.033333333,0.033333333,0
180,0,0.0,0,0.0,17,284.25,0.0,0.011764706,0
181,0,0.0,0,0.0,1,0.0,0.2,0.2,0
182,0,0.0,0,0.0,1,0.0,0.2,0.2,0
183,0,0.0,0,0.0,8,260.0,0.008333333,0.025,0
184,0,0.0,16,1210.397619,5,279.8571429,0.003174603,0.012764202,0
185,0,0.0,0,0.0,20,927.45,0.011111111,0.027248677,0
186,2,9.0,0,0.0,50,836.8,0.0,0.006339869,0
187,10,293.7782051,2,153.0,96,3283.166739,0.001960784,0.013509414,0
188,9,111.5,1,48.5,49,1868.819697,0.0,0.020708874,1
189,3,47.0,1,51.0,68,3008.124108,0.007142857,0.016727891,0
190,0,0.0,0,0.0,2,0.0,0.2,0.2,0
191,3,1226.0,5,3.0,24,3230.25,0.036190476,0.096,0
192,3,52.0,0,0.0,9,319.0,0.0,0.02,0
193,0,0.0,0,0.0,3,42.0,0.0,0.066666667,0
194,0,0.0,0,0.0,22,354.3333333,0.009090909,0.057662338,0
195,0,0.0,0,0.0,98,3556.61241,0.002061856,0.010173465,0
196,2,56.0,1,144.0,67,2563.783333,0.0,0.005797101,1
197,3,112.9607843,0,0.0,13,3014.018519,0.013068182,0.06140625,0
198,0,0.0,0,0.0,17,840.2333333,0.0,0.001666667,1
199,3,94.0,2,125.0,55,1970.844805,0.0,0.001724138,1
200,1,32.0,0,0.0,50,2867.0,0.0,0.004,1
201,0,0.0,0,0.0,5,43.0,0.0,0.04,0
202,5,218.0,0,0.0,13,284.5,0.0,0.004166667,0
203,0,0.0,0,0.0,3,133.5,0.0,0.088888889,0
204,1,119.0,0,0.0,12,297.6666667,0.0,0.008333333,0
205,3,281.0,0,0.0,16,453.75,0.0,0.005263158,0
206,1,18.0,0,0.0,16,1331.75,0.0,0.0125,1
207,2,40.0,0,0.0,5,558.5,0.0,0.028571429,0
208,3,107.0,0,0.0,4,145.8333333,0.0,0.016666667,0
209,0,0.0,0,0.0,8,731.0,0.0,0.04375,0
210,2,49.0,1,127.0,4,188.0,0.033333333,0.0375,0
211,0,0.0,0,0.0,14,565.3333333,0.037619048,0.04952381,0
212,0,0.0,0,0.0,2,50.0,0.0,0.05,0
213,4,57.0,0,0.0,7,591.0,0.006666667,0.033333333,0
214,2,2.0,3,261.0,10,281.0,0.0,0.042857143,0
215,2,123.0,2,306.3333333,18,483.8333333,0.0,0.02,0
216,2,118.0,0,0.0,4,42.0,0.0,0.066666667,0
217,0,0.0,0,0.0,35,1192.386111,0.005714286,0.028571429,0
218,0,0.0,0,0.0,12,198.0,0.016666667,0.075,0
219,0,0.0,0,0.0,3,15.0,0.0,0.066666667,0
220,2,38.0,0,0.0,14,643.0,0.0,0.013333333,1
221,0,0.0,0,0.0,5,23.0,0.08,0.12,0
222,0,0.0,0,0.0,4,14.0,0.1,0.15,0
223,1,54.0,0,0.0,6,210.5,0.0,0.02,0
224,1,993.0,0,0.0,28,1529.30467,0.001481481,0.009150327,0
225,0,0.0,0,0.0,2,19.0,0.0,0.1,0
226,5,74.25,2,84.0,37,1599.083333,0.0,0.006578947,0
227,0,0.0,0,0.0,9,102.5,0.0,0.022222222,0
228,0,0.0,0,0.0,16,2337.0,0.0,0.013333333,1
229,0,0.0,0,0.0,19,1883.5,0.010526316,0.021052632,0
230,2,32.0,0,0.0,50,1245.3,0.004,0.020666667,0
231,6,666.8333333,0,0.0,22,1674.583333,0.0,0.014666667,0
232,0,0.0,0,0.0,9,132.0,0.011111111,0.033333333,0
233,1,73.0,1,740.0,50,1434.255128,0.0,0.019230769,0
234,2,154.0,0,0.0,18,367.25,0.005263158,0.044210526,0
235,3,49.33333333,5,303.25,7,148.5,0.0,0.014081633,0
236,3,118.5,0,0.0,29,1482.210784,0.006896552,0.010600255,0
237,6,153.5,0,0.0,34,1048.492063,0.011578947,0.032225685,0
238,0,0.0,0,0.0,9,478.0,0.0,0.011111111,0
239,0,0.0,0,0.0,16,980.25,0.0,0.04,0
240,8,72.25,1,21.5,51,1124.693074,0.022807018,0.036550087,0
241,2,24.5,0,0.0,22,353.1666667,0.018181818,0.031818182,0
242,1,0.0,0,0.0,18,1489.083333,0.023529412,0.046470588,0
243,0,0.0,1,1220.0,28,2389.333333,0.016666667,0.030833333,0
244,0,0.0,0,0.0,7,753.0,0.0,0.00952381,0
245,0,0.0,0,0.0,31,688.1666667,0.0,0.019354839,0
246,0,0.0,0,0.0,14,811.0,0.015384615,0.041025641,0
247,1,22.0,0,0.0,9,415.25,0.033333333,0.048148148,0
248,16,155.6313131,0,0.0,32,908.013456,0.005,0.01805276,1
249,1,21.33333333,1,235.0,71,2753.378571,0.012676056,0.015201207,0
250,2,191.0,1,100.0,46,2452.582143,0.007246377,0.022253906,0
251,0,0.0,0,0.0,18,5188.5,0.0,0.05,0
252,0,0.0,0,0.0,2,0.0,0.2,0.2,0
253,0,0.0,0,0.0,5,57.0,0.08,0.12,0
254,0,0.0,0,0.0,2,8.0,0.0,0.1,0
255,4,96.5,0,0.0,19,1430.659091,0.01,0.025666667,0
256,1,13.0,0,0.0,2,20.0,0.0,0.05,0
257,5,1388.75,0,0.0,4,1373.75,0.0,0.02,0
258,0,0.0,0,0.0,45,844.25,0.0,0.01037037,0
259,0,0.0,1,0.0,7,188.0,0.0,0.033333333,0
260,3,51.0,0,0.0,14,527.375,0.015555556,0.033862434,0
261,0,0.0,0,0.0,1,0.0,0.2,0.2,0
262,1,158.0,1,64.0,29,1916.761905,0.006451613,0.018709677,1
263,0,0.0,0,0.0,9,116.3333333,0.0,0.066666667,0
264,0,0.0,0,0.0,30,397.0,0.0,0.02,0
265,0,0.0,0,0.0,63,5220.083333,0.0,0.003329865,1
266,0,0.0,0,0.0,20,219.3333333,0.0,0.011666667,0
267,0,0.0,0,0.0,5,74.0,0.0,0.04,0
268,0,0.0,0,0.0,15,1559.6,0.0,0.033846154,0
269,0,0.0,0,0.0,6,236.5,0.0,0.016666667,0
270,1,10.0,0,0.0,14,348.6666667,0.035714286,0.053571429,0
271,0,0.0,0,0.0,1,0.0,0.2,0.2,0
272,1,28.0,1,47.0,13,224.5,0.0,0.014285714,0
273,4,27.0,0,0.0,42,601.7666667,0.0,0.004545455,0
274,0,0.0,0,0.0,5,75.5,0.02,0.013333333,0
275,0,0.0,0,0.0,2,153.0,0.0,0.05,0
276,4,15.0,0,0.0,10,197.2,0.0,0.016666667,1
277,0,0.0,0,0.0,18,3658.5,0.016666667,0.05,0
278,0,0.0,0,0.0,5,1162.5,0.0,0.025,0
279,0,0.0,0,0.0,32,556.6,0.014583333,0.039583333,0
280,0,0.0,0,0.0,3,41.0,0.0,0.033333333,0
281,0,0.0,0,0.0,11,300.0714286,0.0,0.02,1
282,13,1249.809524,4,205.0,36,1626.625433,0.010638298,0.026186255,0
283,0,0.0,0,0.0,6,69.25,0.0,0.044444444,0
284,2,390.0,0,0.0,10,1169.1,0.02,0.05,0
285,0,0.0,0,0.0,8,402.0,0.0,0.038095238,0
286,0,0.0,0,0.0,1,0.0,0.2,0.2,0
287,0,0.0,0,0.0,35,3324.333333,0.011428571,0.024761905,0
288,11,215.5238095,1,70.0,87,3037.499952,0.002150538,0.007722385,0
289,0,0.0,0,0.0,4,59.0,0.0,0.05,0
290,1,11.0,0,0.0,51,1059.253472,0.010588235,0.022643039,0
291,2,20.0,0,0.0,7,720.0,0.0,0.011111111,0
292,0,0.0,0,0.0,40,905.4856061,0.0135,0.03747619,0
293,0,0.0,0,0.0,1,0.0,0.2,0.2,0
294,2,8.0,1,14.33333333,14,603.6666667,0.0,0.0125,1
295,0,0.0,0,0.0,13,328.9166667,0.0,0.014285714,1
296,0,0.0,0,0.0,33,778.8166667,0.0,0.022424242,0
297,4,171.25,0,0.0,22,851.5595238,0.004545455,0.031907308,0
298,0,0.0,0,0.0,1,0.0,0.2,0.2,0
299,0,0.0,0,0.0,3,227.5,0.0,0.022222222,0
300,5,227.3333333,0,0.0,17,528.9,0.0,0.002272727,0
301,0,0.0,0,0.0,15,872.8333333,0.0,0.026666667,0
302,0,0.0,0,0.0,2,0.0,0.2,0.2,0
303,0,0.0,0,0.0,35,835.0666667,0.012571429,0.044761905,0
304,0,0.0,0,0.0,4,82.5,0.0,0.05,0
305,0,0.0,1,0.0,1,13.0,0.0,0.1,0
306,0,0.0,0,0.0,2,9.0,0.0,0.1,0
307,0,0.0,0,0.0,2,7.0,0.0,0.1,0
308,0,0.0,0,0.0,12,94.5,0.033333333,0.025555556,0
309,5,86.0,0,0.0,23,267.3,0.0,0.016,0
310,0,0.0,0,0.0,29,3312.5,0.013793103,0.028965517,0
311,0,0.0,0,0.0,3,75.0,0.0,0.066666667,0
312,2,7.0,0,0.0,10,75.0,0.05,0.11,0
313,0,0.0,1,24.0,27,1547.5,0.003703704,0.014814815,0
314,7,186.9761905,2,40.0,35,1276.157071,0.0,0.008681765,0
315,3,138.0,2,136.0,54,2631.1,0.0,0.00969697,0
316,0,0.0,0,0.0,2,96.0,0.0,0.1,0
317,2,374.0,0,0.0,3,1370.0,0.0,0.025,0
318,2,61.0,0,0.0,5,97.0,0.0,0.04,0
319,1,14.0,0,0.0,46,1380.166667,0.0,0.01037037,0
320,1,38.0,0,0.0,23,1483.6,0.022916667,0.038373016,1
321,0,0.0,0,0.0,5,156.0,0.0,0.04,0
322,0,0.0,0,0.0,10,240.75,0.0,0.02,0
323,2,96.0,0,0.0,37,1238.5,0.005128205,0.016410256,0
324,6,615.25,0,0.0,68,2524.719048,0.0,0.000175593,0
325,4,111.0,0,0.0,4,54.0,0.0,0.028571429,0
326,2,147.0,0,0.0,2,35.0,0.0,0.05,0
327,0,0.0,0,0.0,15,175.9166667,0.013333333,0.026666667,0
328,3,53.16666667,0,0.0,11,263.6,0.0,0.003571429,0
329,2,58.0,0,0.0,7,101.8,0.0,0.011111111,0
330,0,0.0,0,0.0,1,0.0,0.2,0.2,0
331,3,48.5,0,0.0,55,1042.242857,0.0,0.002222222,0
332,1,21.0,3,116.0,21,613.6666667,0.008333333,0.023611111,0
333,4,115.3333333,0,0.0,64,1588.944444,0.003076923,0.009213675,0
334,0,0.0,1,929.0,75,4105.666667,0.002631579,0.017324561,0
335,1,8.0,0,0.0,14,269.5,0.0,0.019047619,0
336,1,32.28571429,0,0.0,8,1236.2,0.0,0.028571429,0
337,0,0.0,0,0.0,49,1384.016667,0.0,0.011904762,0
338,0,0.0,0,0.0,4,52.0,0.0,0.025,0
339,1,11.0,0,0.0,29,664.75,0.0,0.005057471,0
340,0,0.0,0,0.0,7,64.0,0.0,0.014285714,0
341,0,0.0,0,0.0,1,0.0,0.2,0.2,0
342,0,0.0,0,0.0,8,326.5,0.1,0.125,0
343,0,0.0,0,0.0,25,1690.977778,0.008,0.037333333,0
344,0,0.0,0,0.0,1,0.0,0.2,0.2,0
345,4,277.75,0,0.0,3,178.75,0.0,0.008,0
346,0,0.0,0,0.0,12,407.0,0.0,0.033333333,0
347,6,241.1666667,0,0.0,39,1513.566667,0.005128205,0.021367521,0
348,3,64.0,0,0.0,24,832.0909091,0.0,0.009876543,0
349,1,25.5,0,0.0,12,250.8333333,0.0,0.016666667,0
350,2,64.0,0,0.0,15,565.6666667,0.0,0.00625,0
351,0,0.0,0,0.0,10,194.0,0.02,0.04,0
352,8,130.0,1,18.0,19,298.0,0.0,0.016666667,0
353,9,79.0,1,155.5,55,1743.066667,0.0,0.004371585,0
354,3,84.0,0,0.0,27,655.9166667,0.0,0.011111111,0
355,0,0.0,1,9.0,30,1992.833333,0.0,0.003333333,1
356,0,0.0,0,0.0,3,0.0,0.2,0.2,0
357,0,0.0,0,0.0,24,308.8635531,0.0,0.028030303,0
358,3,41.0,0,0.0,46,2749.666667,0.0,0.005555556,0
359,0,0.0,0,0.0,1,0.0,0.2,0.2,0
360,0,0.0,0,0.0,25,812.0,0.0,0.008,0
361,0,0.0,0,0.0,12,166.0,0.028571429,0.071428571,0
362,1,14.0,0,0.0,4,65.0,0.0,0.05,0
363,4,86.0,0,0.0,46,2450.688095,0.027083333,0.047905093,0
364,0,0.0,0,0.0,10,226.8333333,0.0,0.01,0
365,3,618.0,0,0.0,9,341.0,0.0,0.007692308,1
366,0,0.0,0,0.0,13,226.0,0.0,0.053846154,0
367,1,11.88888889,0,0.0,111,3510.879903,9.83e-05,0.009438427,0
368,5,51.5,0,0.0,2,6.0,0.0,0.033333333,0
369,2,7.0,0,0.0,27,559.4,0.014814815,0.030452675,0
370,8,269.0,0,0.0,33,1109.883333,0.013888889,0.027742165,0
371,0,0.0,0,0.0,5,239.0,0.0,0.04,0
372,2,44.5,0,0.0,7,212.1666667,0.0,0.00625,0
373,1,3.0,14,1165.166667,81,2820.952419,0.008897485,0.029431012,0
374,0,0.0,0,0.0,6,44.0,0.066666667,0.1,0
375,0,0.0,0,0.0,8,781.0,0.028571429,0.057142857,0
376,4,61.0,0,0.0,14,175.6666667,0.0,0.010588235,0
377,3,90.0,0,0.0,25,397.8846154,0.005333333,0.033504762,0
378,0,0.0,0,0.0,25,770.0285714,0.0112,0.034933333,0
379,2,102.5,3,60.0,22,1034.975,0.0,0.014,1
380,0,0.0,0,0.0,2,12.0,0.0,0.1,0
381,0,0.0,0,0.0,3,8.0,0.066666667,0.133333333,0
382,1,17.0,0,0.0,22,399.8,0.019047619,0.038095238,0
383,0,0.0,0,0.0,1,0.0,0.2,0.2,0
384,9,213.3214286,5,528.0,61,2258.430586,0.01,0.020655014,0
385,0,0.0,0,0.0,2,254.0,0.0,0.1,0
386,0,0.0,0,0.0,7,67.0,0.0,0.028571429,0
387,0,0.0,0,0.0,4,57.0,0.0,0.025,0
388,0,0.0,0,0.0,12,240.4166667,0.0,0.061688312,0
389,0,0.0,0,0.0,8,551.1666667,0.025,0.035,0
390,6,71.5,0,0.0,47,1532.2,0.009929078,0.019797366,1
391,0,0.0,0,0.0,7,379.5,0.057142857,0.085714286,0
392,1,6.0,0,0.0,14,548.1857143,0.028571429,0.02987013,0
393,3,304.0,0,0.0,31,1735.301587,0.015625,0.0515625,0
394,0,0.0,0,0.0,3,103.0,0.0,0.022222222,0
395,7,151.0,0,0.0,44,1406.1,0.004081633,0.006501458,0
396,3,199.75,0,0.0,8,331.4,0.0,0.003333333,0
397,1,13.5,1,28.0,88,1759.275703,0.004545455,0.020644542,0
398,0,0.0,0,0.0,1,0.0,0.2,0.2,0
399,7,191.2,4,654.3333333,31,1204.600433,0.000854701,0.013342491,1
400,2,47.0,0,0.0,39,1743.366667,0.0,0.016410256,1
401,0,0.0,0,0.0,10,236.0,0.0,0.026666667,0
402,5,197.0,4,246.0,17,427.0833333,0.0,0.008695652,0
403,3,115.125,0,0.0,46,909.522619,0.004255319,0.020449173,0
404,4,312.75,0,0.0,14,702.9166667,0.0,0.014259259,0
405,0,0.0,0,0.0,40,962.3333333,0.0,0.01625,0
406,4,724.0,0,0.0,2,159.0,0.0,0.008,0
407,0,0.0,0,0.0,2,24.0,0.0,0.1,0
408,8,237.5,4,142.0,30,1569.625,0.0,0.008108108,1
409,3,66.33333333,0,0.0,15,424.8333333,0.0,0.0125,0
410,0,0.0,0,0.0,16,154.8333333,0.0,0.00625,0
411,2,190.0,1,0.0,37,758.4428571,0.0,0.010526316,0
412,4,174.0,1,18.5,11,305.875,0.0,0.001709402,0
413,3,227.0,0,0.0,2,62.0,0.0,0.025,0
414,1,23.0,0,0.0,15,656.25,0.028571429,0.028571429,0
415,0,0.0,0,0.0,29,617.5,0.006896552,0.01954023,0
416,0,0.0,2,39.0,15,245.0,0.0,0.0125,1
417,0,0.0,0,0.0,3,20.0,0.0,0.066666667,0
418,0,0.0,0,0.0,1,0.0,0.2,0.2,0
419,0,0.0,0,0.0,2,22.0,0.0,0.1,0
420,1,26.0,1,0.0,55,872.4,0.003508772,0.01754386,0
421,0,0.0,0,0.0,1,0.0,0.2,0.2,0
422,0,0.0,0,0.0,38,1372.0,0.005405405,0.018918919,0
423,2,41.0,0,0.0,7,139.0,0.022222222,0.055555556,0
