id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
23,9.315234,0.446097,1.195277,-5.887542,13.517052,0.162755,7.469542,-2.158158,4.825007,6.275394,-4.854647,-0.560862,-1.896868,3.323014,-0.126336,10.172193,12.102909,-10.23384,-3.809028,-10.434228,-5.135164,-0.314381,3.650899,5.895155,10.413367,-2.414308,3.292857,-2.839199,6.573055,0.027453
24,-5.447016,-3.921565,4.227221,-2.995513,-5.451757,-4.975474,10.99826,-4.034049,-9.082661,8.07844,0.735888,-10.707045,5.461658,3.893432,7.953452,-4.111566,-2.615607,-12.474447,-7.00111,7.358175,-6.342181,-7.146968,-5.297723,-4.609716,-1.241137,-8.021589,4.788744,3.282742,-10.859375,8.502786
25,2.54627,2.92188,6.769356,-3.372298,1.47507,-3.042837,7.161631,7.085514,8.897213,-0.495992,-8.438291,-9.850634,-7.544603,2.903018,-9.53097,7.597823,1.264945,3.417696,5.330734,-6.330717,-3.994374,-10.730047,5.938002,-1.044286,4.909684,-4.348065,4.194517,-6.202891,12.339179,-5.208175
26,-4.052743,2.861051,1.359987,-14.762643,4.357636,-5.629649,6.996222,-0.104356,-11.8815,4.471832,5.259274,-14.319858,4.833403,-2.84237,12.617314,3.485232,-7.392419,-7.60294,-8.015896,2.183762,-3.98441,-1.650971,-8.504163,-8.134298,-1.487161,-3.905764,1.654129,-3.745982,0.485452,2.105765
27,1.938742,-2.055811,7.201614,6.509351,3.341001,-4.720296,-2.76882,-1.908079,1.675044,-5.851266,-5.982411,-5.26006,-3.086186,11.506128,10.910731,4.360442,5.225064,9.723544,-3.221179,-2.807104,3.261077,3.901303,-1.247164,-4.678133,4.044484,16.535049,7.379715,-5.102727,2.467453,-8.365309
28,4.834944,7.587631,3.244926,7.583404,-2.02794,-7.77957,6.648502,4.645682,3.112523,0.476846,1.969322,5.764012,-15.045334,-12.694805,6.80741,2.372432,-3.849758,9.741756,-5.057911,6.323046,-1.377038,-4.280639,-0.034632,-1.327279,-0.000409,1.745792,5.492562,-4.779584,13.355248,11.865731
29,2.731963,-4.468966,7.820288,-3.967465,12.423985,-4.015682,5.755183,-6.844379,-9.348461,-6.296201,-9.558325,-9.13379,3.444205,5.246965,12.753068,7.27765,3.275434,-1.228355,-6.983021,4.01086,-1.964797,7.570577,7.572686,-8.376745,3.112774,8.517814,6.522191,-3.758096,1.446401,-11.076749
30,5.041863,-2.087936,4.886423,3.116141,3.1558,-4.062104,6.573717,-4.989634,-5.817955,-1.614966,-3.282346,-2.145896,7.340205,11.17544,6.91661,5.524884,11.968768,7.080108,-5.60102,3.691909,-0.961711,1.739712,4.785286,-1.362755,0.259747,4.825034,10.255237,-3.165574,7.632495,-7.071777
31,7.375856,12.347732,3.510978,0.537727,-1.091382,-2.521566,6.807079,7.257797,3.129556,4.125121,5.383636,4.557142,-7.776072,-4.47925,2.703805,-5.132069,-6.773163,7.260727,0.606245,-0.775148,-6.896954,-1.887577,1.118584,-4.831962,11.360267,-0.872949,9.310852,-4.222745,6.766788,-0.785713
32,3.945361,-8.966576,5.458161,0.250647,6.834356,-10.475852,4.930549,-10.347159,-6.034245,-5.531526,-2.442379,-7.049202,5.433217,0.878087,8.587969,4.367763,8.395573,6.237481,-8.581129,3.037991,1.959508,3.637566,2.404515,-8.790242,4.869592,9.872175,4.690687,-1.80495,2.429889,-4.816289
33,10.206979,0.284882,5.536906,8.828716,-5.284278,-2.22958,6.912026,5.2849,5.254208,4.054556,-1.755346,13.633256,-7.780568,-6.275543,8.768469,-4.146217,-3.244194,8.325466,3.867724,3.599546,-10.43112,6.887648,4.462078,-6.849499,1.742439,-2.14097,8.341521,-14.014192,-0.478001,10.126676
34,-5.120085,-7.533417,2.287361,3.474882,17.133272,-4.752007,8.265011,-6.934301,-0.892467,-0.715394,-6.273036,0.817558,7.394488,4.719885,14.395471,-2.500911,2.673645,3.173314,-5.491241,10.068951,3.739949,4.410123,0.110518,-10.987755,6.583683,3.800579,-0.108514,6.521177,10.845405,-5.092104
35,-12.033312,-5.771026,1.700479,-4.85356,8.0917,-13.490572,0.287193,-2.450351,0.27293,2.232607,13.602926,1.92277,2.666362,-1.706292,4.07624,-8.283822,-1.76078,-9.094433,-6.491185,-2.505398,-2.380134,1.848428,-1.478402,-3.540591,-0.966583,-10.549101,8.261296,5.04988,-1.161649,3.673302
36,2.402953,-3.53835,8.775639,-4.13846,5.570091,6.476524,3.32263,-5.271551,-10.075392,3.910951,-1.677748,-6.009771,12.186443,8.381018,4.513883,-2.726639,-0.272874,3.275063,-5.171708,8.764188,-4.18605,1.665527,-8.974639,-2.91722,-9.017275,-7.603178,0.87046,-0.730513,-5.868553,6.869739
37,3.814563,-5.36838,10.144682,8.790803,6.763275,-1.905713,7.189566,-5.995187,-8.577033,-9.395227,-6.106606,-5.022731,11.38862,-1.522821,0.999528,7.016899,12.529801,3.130044,-0.904728,4.128004,7.15432,9.236405,-5.862283,-1.877165,4.379031,1.12148,7.246566,-6.379738,8.652819,-9.123306
38,-1.705066,-0.978852,6.492854,1.879869,-5.608193,-4.520453,2.203794,0.798685,7.376584,6.158511,0.149213,3.286602,-3.124386,-2.290318,8.040716,-5.784261,-1.55152,-0.559469,9.503579,6.826543,-4.302345,5.641067,11.644864,-3.537076,7.31948,9.459398,-0.685095,-3.624917,-0.183466,3.636145
39,-0.018147,0.378469,5.857743,-4.129663,4.250266,3.257232,9.158098,-1.804204,-7.511939,4.034079,-1.35301,-0.109777,3.637186,5.336477,16.328075,-0.720175,0.518119,-8.974203,-6.703925,5.456343,-12.434595,-0.478046,-5.953714,-15.171441,-3.910465,0.010002,4.932064,-8.538122,-12.653938,5.133984
40,6.084496,3.703857,1.50149,5.194289,-4.548314,-9.567475,0.897317,-1.980144,3.634555,13.787711,5.668824,5.731981,-5.940292,0.150898,4.778971,-7.478573,-4.804968,7.945039,2.463376,7.189176,-2.82402,14.724472,5.979777,-15.497793,7.255119,3.34818,4.002149,-4.932762,4.019554,9.090687
41,5.912228,1.073835,3.262686,10.787998,2.094565,-6.061764,7.166482,7.511075,0.091621,4.795727,3.411137,5.788439,-11.759031,-16.217738,0.036661,-5.411331,-3.875077,8.514198,-0.076349,10.492974,-1.835449,5.7591,1.849329,-3.841038,9.767198,10.543235,3.726302,-5.243254,5.303675,9.11285
42,3.142991,-8.348659,10.572603,-3.175813,-1.260662,-3.233747,3.612391,-2.731738,-3.081377,-3.38958,-11.967263,-5.766431,-1.44862,8.51668,9.099027,3.177578,0.951265,-0.154834,-4.140527,0.526179,10.805673,6.962527,8.972856,-6.973185,-2.454051,1.163896,-4.804274,-5.747231,4.321324,-7.193864
43,4.249226,13.15987,4.628217,0.452803,-9.102237,6.743325,7.247705,1.646042,2.504329,-1.503754,-0.951307,2.90874,4.558943,2.154643,9.248579,-15.911316,-14.825055,-0.189475,5.633682,-5.010844,-5.491721,3.267298,10.222448,2.694129,12.887377,0.541699,4.221971,-3.494106,-4.338538,4.041193
44,6.054725,11.090774,6.100254,1.063077,-5.041204,-1.379285,7.226364,-1.718542,-2.233257,1.021661,4.069373,-0.195819,-10.500541,-4.586752,7.643011,-4.068206,-7.925701,0.116219,-1.985535,4.953536,-4.316956,8.527659,1.997617,-7.703475,3.507348,3.04637,3.571104,-6.479304,5.324584,11.332105
45,5.002593,-0.624841,7.624317,8.95417,-8.919301,-4.804541,-0.623071,9.717397,13.991382,8.773011,4.909469,6.733916,-1.237298,-4.017305,1.583203,-7.472112,-2.524195,4.218331,8.502809,10.711157,-5.3752,2.344725,-1.688756,0.493023,-6.704904,7.397018,8.535825,-9.321483,10.372704,10.966269
46,7.501448,14.993187,16.783506,-11.984335,9.825214,1.583089,-2.688809,9.357529,8.510527,3.264684,-1.447745,-15.247572,-2.463833,-4.799085,-6.18568,3.336489,0.716907,0.187878,4.995076,-1.148084,-3.77952,-7.994669,3.693788,7.782547,7.179931,3.905871,2.029325,3.176857,3.677817,-9.057549
47,9.141133,1.472312,0.741069,-5.695669,-3.445569,-0.845549,13.549432,6.219398,10.24675,-1.630871,1.411167,0.299868,-7.58805,0.944681,-8.485784,7.293188,10.381263,-8.232545,-1.507938,-8.269674,-8.987113,-6.977376,0.01074,8.072351,7.118057,2.046627,9.767272,-2.21705,13.384074,5.286394
48,8.430543,9.238912,-0.003787,-8.158131,6.145454,10.957344,2.27348,2.640123,1.825559,6.811231,-8.626912,-6.068096,-1.500619,-8.329398,-10.212288,0.344493,3.960312,-1.873915,6.773486,-3.774059,-1.18327,-0.815971,0.352783,1.719551,6.986804,5.439325,1.149428,-4.169521,2.795891,-4.506245
49,7.285924,3.315433,7.073026,13.095113,-4.76863,-10.134351,9.404994,10.407599,8.262451,2.078927,-6.395994,7.056551,-1.579089,-7.186028,7.558709,-7.799417,-6.328005,5.746033,3.207979,12.30982,1.144174,5.287434,3.556239,-0.455344,1.970871,7.10253,-0.346437,-7.324444,0.218126,12.927768
50,-15.492352,-5.244118,8.740545,-11.037522,5.03961,-8.659832,9.001488,-13.771686,-8.578414,1.886932,14.819374,-10.968728,0.943158,2.003518,-0.280398,-10.363972,-10.984138,-4.228723,-0.873678,9.392701,-4.003033,-6.552525,-4.572134,0.154565,-13.429998,-9.32558,-0.748493,7.888348,-10.266531,-5.55189
51,3.916099,-6.9444,5.990818,-5.9297,-3.098226,0.046129,2.213894,-2.035864,-9.880848,-0.225042,2.905128,-2.285683,8.760753,-0.483779,4.177063,-3.937573,-0.854753,-2.516459,-2.816566,0.674873,-3.168971,-2.382278,-10.423673,-4.237524,-12.032032,-1.236654,12.277447,1.892938,-5.009773,13.037781
52,9.820327,6.279498,4.163588,-12.680987,6.854811,6.945652,2.505558,11.266432,0.428716,9.785468,-9.284281,-2.412033,-2.529955,-12.222782,-0.576756,2.914103,6.563648,-2.325052,9.922834,-11.197224,-4.505219,-1.876002,6.052463,2.1989,2.789643,11.191643,-1.294458,-0.570532,-1.576912,-9.915652
53,-8.709966,-0.516937,5.431313,-9.255471,3.444417,-9.67191,6.0619,1.409344,-6.836815,-2.433702,10.037182,-3.025033,7.881046,-0.984634,8.687917,-8.794885,-3.336067,-10.766573,5.040999,0.351757,-5.617136,0.943662,-9.018867,2.793612,-3.76281,-8.717088,2.798588,1.243713,-5.576651,6.045231
54,2.601162,12.619778,5.135928,-10.995943,5.935603,8.295811,12.166006,3.476989,7.346356,9.744413,2.815176,-6.530446,1.630698,-8.534165,0.590097,2.16702,4.577506,-6.019022,4.147225,-7.027555,-0.360863,-1.298567,-0.064872,7.204893,13.490066,1.241675,8.035848,-4.227491,3.816774,-8.309275
55,1.006045,-8.168297,3.163781,-1.847561,0.3744,-3.039392,-2.741001,-4.107813,-5.076032,7.942615,-4.361784,-9.091829,2.660346,0.996426,-3.00078,3.655296,-9.352155,-5.333209,-9.230317,2.382695,-8.100612,-0.608562,-2.420184,-6.84573,-2.688767,-9.134239,6.344531,-1.470601,1.336604,3.895394
56,-5.929383,-1.845191,16.506037,-3.740194,4.120438,-4.521037,2.326996,-8.453703,-7.915036,10.86607,2.842536,-6.690626,9.773026,4.57777,6.527206,-0.704782,0.441558,-2.265589,-7.954944,6.972324,-10.872772,-3.385623,-3.325274,-7.2934,-1.926173,-2.351654,5.020073,7.767772,2.638917,8.491402
57,-6.371518,-8.635504,7.478825,6.845014,3.65183,-4.961916,-1.009739,-10.373409,-0.163236,7.681222,-0.201751,-1.326762,2.363798,5.240306,4.082421,-5.2447,-4.793194,-3.765831,-2.485949,4.973831,-7.604461,-8.3988,-2.720451,-0.605327,-7.884982,-2.5154,5.589912,10.543628,-5.797603,8.138433
58,7.014429,3.201378,5.187791,3.269385,5.837274,2.596001,5.891638,5.815573,6.41941,2.433155,-2.76985,0.900178,-6.682806,-5.309898,-7.941376,8.614935,4.631092,-3.817754,-2.540172,-9.448882,-3.512739,-8.063251,10.251059,8.925899,8.066961,3.622159,6.528518,5.244861,5.171157,-10.37164
59,8.919993,-0.203886,18.17007,5.701621,2.732889,-6.277149,2.809284,-11.247997,-11.110196,1.662024,-1.603686,-5.809024,8.376636,4.593943,-6.723834,2.909872,-0.067327,3.202598,-3.044007,1.881887,6.551707,4.502937,8.076855,-3.553947,2.230607,1.662706,11.859282,-10.880886,4.921448,-3.535933
60,9.897238,9.005589,5.654245,-7.043617,6.340277,2.366961,9.02716,11.888116,4.753672,10.467694,-2.143899,-5.344536,-14.50849,-6.080214,-3.31642,9.343846,3.307088,-9.205819,4.995441,-3.789442,-3.933942,-12.752163,5.079154,-0.413167,7.708027,10.294934,4.169209,-0.692699,5.724939,-10.635821
61,12.289583,-1.833005,10.143156,-6.456961,-0.361218,8.414532,3.043361,-0.620385,5.506629,-0.457959,-0.742323,-6.234546,-6.396967,-4.832447,1.337461,11.315067,3.755618,-6.881199,12.835378,0.414869,-0.365036,4.690314,1.424083,5.479977,5.721982,-0.014887,13.012361,-13.909669,-2.667634,2.011918
62,-1.405283,18.173794,3.373668,2.947317,-2.15264,-11.197715,1.516229,-0.322608,7.052678,8.103798,2.706247,3.33225,-4.843754,-9.194696,5.747095,-9.177878,-3.442147,7.760285,4.926407,-1.291928,4.983445,9.031657,7.482758,-0.537801,17.23164,0.503215,-3.678209,1.311251,6.242126,5.196293
63,-7.475317,-1.430225,9.426591,-8.021277,8.959864,1.925056,1.075965,-8.824256,-8.620207,6.34768,1.456718,-5.25552,6.12126,-0.79999,5.863868,-3.030748,-6.694563,-4.243353,-12.572365,4.51517,-8.146275,-0.781117,-8.570588,-5.379457,2.419853,-7.79813,5.886337,6.290949,3.326386,1.376142
64,2.666735,13.510203,10.748461,-7.916547,10.65988,7.175761,-3.588123,8.111614,10.560158,14.113927,-4.836882,-14.028825,1.207618,-10.461228,-4.481631,1.554691,9.297825,-9.851053,8.757043,-4.753231,-3.190094,-16.461415,3.522998,-3.501041,0.484461,14.237953,0.5632,-11.831138,3.727544,-6.169575
65,-0.016021,9.672261,0.908456,1.938303,-6.885585,-9.49871,9.97063,8.856674,8.671038,3.110581,10.476147,9.266917,-5.057535,-4.573538,15.13321,4.289479,-3.227638,7.507544,4.008629,8.753218,-3.343948,-0.705931,1.816976,-0.48521,3.59037,13.126744,5.062781,-1.041878,6.076126,7.988527
66,7.8631,4.811725,5.72093,10.100375,-3.596875,-3.435753,11.268544,1.735949,-1.015273,9.786225,-1.091252,10.107525,-11.225174,-4.85296,2.890222,-2.985503,-13.990427,6.849569,4.93642,12.195878,-8.035342,5.941154,2.802218,-16.156516,6.155345,4.085284,4.749452,-9.080104,3.35986,9.614633
67,-3.57225,-0.842425,10.189719,-5.371478,12.202429,-5.363323,-2.798584,-6.693858,-9.510986,4.735199,3.762044,-5.283065,13.260637,3.193208,7.769083,-0.715039,-0.707776,-3.905532,-7.803195,2.208212,-4.364095,0.68536,-6.412313,-13.637154,-4.265636,-4.4544,4.421204,2.641955,-6.731761,14.175528
68,-9.005236,-9.5906,8.254365,-7.244933,8.27617,-6.126743,3.741685,-7.387755,-2.988691,6.915433,5.898078,-4.222976,8.018493,3.413022,3.766914,-5.513357,1.141723,-0.414025,-8.242086,1.743209,-7.342181,3.448524,-4.198001,-5.564597,-10.649302,-3.5701,6.614201,2.613578,-5.330091,0.57112
69,-6.230368,3.136293,1.161356,-7.758703,4.152534,1.150164,9.067673,1.037697,1.769153,8.216945,-1.453406,-5.977551,5.739784,9.490647,13.700869,-0.464629,-4.806784,-5.654188,-10.134576,6.793027,1.175155,0.067028,-8.051183,-4.234325,-0.566168,-6.605016,1.641318,8.155621,-9.969157,5.151337
70,8.719932,-5.3141,10.235079,2.155776,3.709688,-3.041911,1.674017,-3.374199,7.899096,-3.444551,-14.428922,-5.611871,8.15881,6.549758,-0.757071,3.649083,-0.017086,4.640617,-1.078946,5.974969,5.57484,-9.203761,9.989093,-6.698656,9.887572,2.29585,6.160807,-5.919143,3.400448,-9.222356
71,3.9019,-6.313483,4.636215,6.234365,-0.088191,-9.942675,5.746986,1.544434,-5.484102,-6.097419,-4.359046,-1.314392,9.621131,-3.266622,9.353796,-2.915705,1.576712,7.111942,-11.013854,1.89814,5.168167,4.57366,2.00304,-2.781587,7.448504,2.132927,6.335436,-2.499734,6.549356,-9.739692
72,6.957642,3.286744,3.981777,7.891983,0.478817,-7.589377,11.613866,14.224579,5.095962,0.387449,13.494928,-3.782468,2.973367,-11.346284,-0.118975,-5.596809,-5.248577,13.187895,7.759322,9.539586,-1.184095,1.270855,0.435797,-9.138537,0.359387,14.835185,8.879028,-4.453448,7.877494,7.107669
73,-4.493274,6.150122,1.8075,-0.666874,6.488603,3.467332,-0.767307,-7.561786,-6.638228,7.458842,-4.74605,-0.826171,9.329588,8.193715,10.533143,-8.790896,-2.508053,-7.537626,-8.54766,7.809386,0.309204,-3.799748,-6.656346,-3.03772,-4.114581,-2.389461,6.993103,8.065566,-2.198455,3.136704
74,5.046371,-14.601051,1.687675,12.341288,5.516235,0.675975,1.736213,2.684238,-9.852471,-8.208024,-1.182992,-1.361996,3.160751,3.655969,4.372336,13.626502,12.629974,6.614684,-5.473562,12.285686,8.774963,4.936771,10.026899,6.489799,4.946059,6.596663,5.788616,-13.537195,-1.855417,-7.370694
75,4.389964,9.954433,5.857736,2.520878,-0.271701,-4.816854,14.683053,-0.8043,5.172574,1.262211,3.41889,10.556938,-10.141906,-6.440385,-3.518941,-7.919289,-2.589692,2.631132,8.98451,1.056081,2.598003,10.343458,6.71649,-14.045127,2.820496,4.311146,3.190041,-7.674926,-3.644798,7.651773
76,4.246796,-7.217792,2.490785,9.189992,4.77884,-5.523369,15.079335,-4.200591,-7.325082,0.660695,-4.618268,-1.712558,3.426317,2.382582,10.750509,4.529323,2.61723,2.995065,-10.044309,1.435754,7.535786,2.711293,4.083771,-5.098963,4.441832,2.332778,2.259699,-7.720184,7.356782,-4.622702
77,0.14033,-8.131312,2.646101,6.565715,7.452658,-1.411775,7.981078,-8.732348,-5.200701,-6.44675,0.712805,-2.443171,-3.746085,6.45361,2.014038,5.81461,5.249572,13.367095,-11.700459,-1.733998,0.078849,-1.916587,-0.147164,-7.166495,2.216472,10.23659,7.34207,-8.528551,1.972179,-6.143697
78,-4.775559,-0.199226,2.77086,10.877117,3.075494,-2.817908,10.631886,-7.083121,-4.848824,-5.41428,-3.232798,0.538184,9.73467,2.508319,8.289167,7.09584,7.042452,9.616526,-5.724067,6.144618,0.457322,-2.564039,12.843365,-6.06759,11.260948,-2.948169,5.940646,-1.752864,4.547449,-5.111971
79,10.367236,7.021629,-0.45816,-7.316047,5.520889,6.189774,8.458046,1.20656,3.058131,4.250167,-14.016665,-3.234892,-6.243747,-2.99358,-6.455254,4.103793,4.08296,-3.117654,5.041167,-0.295908,-7.536045,0.276918,11.770742,7.589999,-1.312351,12.591128,3.510277,-7.501129,3.717518,-3.622511
80,3.662401,-8.020123,-1.927166,2.162587,7.47046,-5.174955,2.546784,-8.220928,2.090945,0.601444,-7.234373,-7.172796,1.083764,8.985078,10.247985,2.377686,6.048195,-2.470753,-5.845658,6.727031,7.034465,3.524296,13.788324,-6.160834,-4.75731,2.186507,10.840443,-12.495176,7.645139,-6.949325
81,-0.200802,5.696459,9.909816,-1.820221,0.670038,8.356186,9.139981,1.056236,3.813457,8.11517,-13.421682,-6.813082,1.420825,-1.036868,-3.303402,2.314319,11.366396,-11.14353,-1.313262,-3.509607,-2.835607,-9.806487,12.127165,6.459356,10.277884,7.583943,5.285388,-0.812484,2.216809,-7.482923
82,11.265153,-6.527431,3.470603,2.163898,2.778624,2.463162,4.136186,-3.023152,1.015633,-3.177901,4.634026,-6.382954,8.387418,2.708982,1.713662,4.063269,4.291738,-1.732433,-5.842144,9.823774,6.709402,9.731207,-6.481607,-8.426983,10.247235,16.015428,6.178868,2.03251,4.037731,-4.526397
